,ass,fuck,fucking,sucks,bit,ebay,fb,goo,google,instagr,tmblr,youtu,subjectivity,polarity
77,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,0.024999999999999994
79,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3
80,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,-0.18181818181818182
81,0,0,0,0,0,0,0,0,0,0,0,0,0.30000000000000004,0.04999999999999999
82,0,0,0,0,0,0,0,0,0,0,0,0,0.4136363636363637,0.36136363636363633
83,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0.0078125
84,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
85,0,0,0,0,0,0,0,0,0,0,0,0,0.7178571428571429,-0.07142857142857145
86,0,0,0,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.06818181818181818
87,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.1875
88,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.60625
89,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
90,0,0,0,0,0,0,0,0,0,0,1,0,0.55,0.4
91,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0.30000000000000004
92,0,0,0,0,0,0,0,0,0,0,0,0,0.375,-0.125
93,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
94,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.0875
95,0,0,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,0.13636363636363635
96,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
97,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5
98,0,0,0,0,0,0,0,0,0,0,0,0,0.32727272727272727,0.5681818181818181
99,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
100,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.6
101,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5
102,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.35714285714285715
103,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
104,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5
105,0,0,0,0,0,0,0,0,0,0,0,0,0.25555555555555554,0.1777777777777778
106,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5
107,0,1,0,0,0,0,0,0,0,0,0,0,0.6515151515151515,-0.35454545454545455
108,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
109,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3
110,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0
111,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2333333333333333
112,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.18333333333333335
113,0,0,0,0,0,0,0,0,0,0,0,0,0.7250000000000001,-0.22500000000000003
114,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.4666666666666667
115,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
116,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
117,0,0,0,0,0,0,0,0,0,1,0,0,0.6375,0.33125
118,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
119,0,0,0,0,0,0,0,0,0,1,0,0,0.5642424242424242,0.23393939393939395
120,0,0,0,0,0,0,0,0,0,0,1,0,0.875,-0.5
121,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2
122,0,0,0,0,0,0,0,0,0,0,0,0,0.7285714285714285,0.4714285714285715
123,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
124,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.45625
125,0,0,0,0,0,0,0,0,0,0,0,0,0.76,-0.17
126,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.6333333333333333
127,0,0,0,0,0,0,0,0,0,1,0,0,0.675,0.1875
128,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
129,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0.6000000000000001
130,0,0,0,0,0,0,0,0,0,0,0,0,0.4777777777777778,0.22777777777777777
131,0,0,0,0,0,0,0,0,0,0,0,0,0.24166666666666667,0.6666666666666666
132,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
133,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2
134,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
135,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
136,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.08522727272727272
137,0,0,0,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.06818181818181818
138,0,0,0,0,0,0,0,0,0,0,0,0,0.625,-0.5
139,0,0,0,0,0,0,0,0,0,0,0,0,0.24000000000000005,0.16
140,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.35000000000000003
141,0,0,0,0,0,0,0,0,0,0,0,0,0.6499999999999999,-0.25
142,0,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333,0.09444444444444444
143,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.1875
144,0,0,0,0,0,0,0,0,0,0,0,0,0.3325757575757576,0.07977272727272727
145,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.04999999999999999
146,0,0,0,0,0,0,0,0,0,0,0,0,0.4285714285714286,0.0
147,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.3
148,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
149,0,0,0,0,0,0,0,0,0,0,0,0,0.3737373737373737,0.21212121212121213
150,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.21818181818181817
151,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8
152,0,0,0,0,0,0,1,0,0,0,0,0,0.55,0.4
153,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5
154,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6
155,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.125
156,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.675
157,0,0,0,0,0,0,0,1,0,0,0,0,0.7000000000000001,0.45
158,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,-0.2857142857142857
159,0,0,0,0,0,0,0,0,0,0,0,0,0.5272727272727272,0.3181818181818182
160,0,0,1,0,0,0,0,0,0,0,0,0,0.9,-0.3
161,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2
162,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
163,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
164,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.875
165,0,0,0,0,0,0,0,0,0,0,0,0,0.65,-0.4
166,0,0,0,0,0,0,0,0,0,0,0,0,0.28484848484848485,0.21212121212121213
167,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0
168,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.39999999999999997
169,0,0,0,0,0,0,0,0,0,0,0,0,0.6558441558441558,-0.288961038961039
170,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.875
171,0,0,0,0,0,0,0,0,0,0,0,0,0.39999999999999997,0.3666666666666667
172,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,-0.25
173,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.6833333333333332
174,0,0,0,0,0,0,0,0,0,0,1,0,0.6772727272727272,0.6065340909090909
175,0,0,0,0,0,0,0,0,0,0,0,0,0.7999999999999999,0.65
176,0,0,1,1,0,0,0,0,0,0,0,0,0.37727272727272726,-0.16619318181818182
177,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5
178,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
179,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
180,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2
181,0,0,0,0,0,0,0,0,0,0,0,0,0.55,-0.45
182,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
183,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
184,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1
185,0,0,0,0,0,0,0,0,0,0,1,0,0.55,0.4
186,0,0,0,0,0,0,0,0,0,1,0,0,0.5818181818181818,0.22454545454545455
187,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
188,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.75
189,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
190,0,0,0,0,0,0,0,0,0,0,0,0,0.5416666666666666,-0.125
191,0,0,0,0,0,0,0,0,0,1,0,0,0.42500000000000004,0.61875
192,0,0,0,0,0,0,0,0,0,0,0,0,0.3444444444444445,0.21527777777777776
193,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.8
194,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
195,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
196,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.1
197,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
198,0,0,0,0,0,0,0,0,0,0,0,0,0.5386363636363637,0.1340909090909091
199,0,0,0,0,0,0,0,0,0,1,0,0,0.13333333333333333,0.13333333333333333
200,0,0,0,0,0,0,0,0,0,1,0,0,0.8366666666666667,0.16166666666666668
201,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.3
202,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5
203,0,0,0,0,0,0,0,0,0,0,0,0,0.6950000000000001,0.28125
204,0,0,0,0,0,0,0,0,0,0,0,0,0.5777777777777778,0.375
205,0,0,0,0,0,0,0,0,0,0,0,0,0.5638888888888889,-0.1666666666666666
206,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.7500000000000001
207,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.3181818181818182
208,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
209,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
210,0,1,0,0,0,0,0,0,0,0,0,0,0.5916666666666667,0.008333333333333331
211,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.225
212,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
213,0,0,0,0,0,0,0,0,0,0,0,0,0.3625,0.10208333333333333
214,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.675
215,0,1,0,0,0,0,0,0,0,0,0,0,0.6,-0.4
216,0,0,0,0,0,0,0,0,0,0,0,0,0.6499999999999999,0.65
217,0,0,0,0,0,0,0,0,0,0,1,0,0.4772727272727273,0.16818181818181818
218,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.39999999999999997
219,0,0,0,0,0,0,0,0,0,0,0,0,0.24444444444444446,0.3111111111111111
220,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.3181818181818182
221,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5
222,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
223,0,0,0,0,0,0,0,0,0,0,0,0,0.8214285714285714,0.35714285714285715
224,0,0,0,0,0,0,0,0,0,0,0,0,0.65,-0.49375
225,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
226,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0.2
227,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
228,0,0,1,0,0,0,0,0,0,0,0,0,0.8,-0.6
229,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
230,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
231,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5
232,0,0,0,0,0,0,0,0,0,0,0,0,0.22000000000000003,-0.1
233,0,0,0,0,0,0,0,0,0,0,1,0,0.9666666666666667,0.48333333333333334
234,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.375
235,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
236,0,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.2
237,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
238,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,0,0,0,0,0,0,0,0,0,0,0,0,0.3041666666666667,0.056249999999999994
240,0,0,0,0,0,0,0,0,0,0,0,0,0.8,-0.2
241,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
242,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5
243,0,0,0,0,0,0,0,0,0,1,0,0,0.95,0.55
244,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.546875
245,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.6000000000000001
246,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1
248,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.875
249,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.75
250,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.10000000000000002
251,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0
252,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.125
253,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.7
254,0,0,0,0,0,0,0,0,0,0,0,0,0.3444444444444445,-0.15555555555555556
255,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
256,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5
257,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.5
258,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,-0.3958333333333333
259,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.13636363636363635
260,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
261,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
262,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
263,0,0,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.4681818181818182
264,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
265,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.0666666666666667
266,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.2681818181818182
267,0,0,0,0,1,0,0,0,0,0,0,0,0.3,-0.2
268,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
269,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
270,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
271,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
272,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.275
273,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.1
274,0,0,0,0,0,0,0,0,0,0,0,0,0.5181818181818182,0.22348484848484848
275,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.26944444444444443
276,0,0,0,0,0,0,0,0,0,0,0,0,0.42727272727272725,0.1431818181818182
277,0,0,0,0,0,0,0,0,0,0,0,0,0.2875,0.046875
278,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.1875
279,0,0,0,0,0,0,0,0,0,0,1,0,0.45454545454545453,0.17045454545454544
280,0,0,1,0,0,0,0,0,0,0,0,0,0.8,-0.6
281,0,0,0,0,0,0,0,0,0,0,0,0,0.42500000000000004,0.32499999999999996
282,0,0,0,0,0,0,0,0,0,0,0,0,0.24444444444444446,0.022222222222222213
283,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
284,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
285,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
286,0,0,0,0,0,0,0,0,0,0,0,0,0.325,-0.325
287,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
288,0,0,0,0,0,0,0,0,0,0,0,0,0.37727272727272726,0.5681818181818181
289,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.35
290,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.35000000000000003
291,0,0,0,0,0,0,0,0,0,0,0,0,0.32727272727272727,-0.03181818181818183
292,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
293,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.65
294,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.05
295,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.7
296,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.0625
297,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
298,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
299,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
300,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
301,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.45
302,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3
303,0,0,1,0,0,0,0,0,0,0,0,0,0.7,-0.25
304,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
305,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.35000000000000003
306,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
307,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3125
308,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.8
309,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334,0.6041666666666666
310,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.35000000000000003
311,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
312,0,0,0,0,0,0,0,0,0,0,0,0,0.8015151515151514,0.3954545454545455
313,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
314,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
315,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
316,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
317,0,0,0,0,0,0,0,0,0,0,0,0,0.6022727272727273,0.2556818181818182
318,0,0,0,0,0,0,0,0,0,0,0,0,0.5674242424242425,0.09772727272727272
319,0,0,0,0,0,0,0,0,0,0,0,1,0.22727272727272727,0.06818181818181818
320,0,0,0,0,0,0,0,0,0,0,0,0,0.46296296296296297,-0.2518518518518518
321,0,0,0,0,0,0,0,0,0,0,0,0,0.5522727272727272,0.2006747159090909
322,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.7500000000000001
323,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
324,0,0,0,0,0,0,0,0,0,1,0,0,1.0,-0.5
325,0,0,0,0,0,0,0,0,0,0,0,0,0.41969696969696973,0.19090909090909092
326,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.7
327,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
328,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
329,0,0,0,0,0,0,0,0,0,0,0,0,0.6181818181818182,0.29090909090909095
330,0,0,0,0,0,0,0,0,0,0,0,0,0.6439393939393939,0.2850378787878788
331,0,0,0,0,0,0,0,0,0,0,0,0,0.15000000000000002,0.1
332,0,0,0,0,0,0,0,0,0,0,1,0,0.35000000000000003,0.325
333,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
334,0,0,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,0.13636363636363635
335,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
336,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.22291666666666665
337,0,0,0,0,0,0,0,0,0,1,0,0,0.65,1.0
338,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1
339,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
340,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,-0.225
341,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
342,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.375
344,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.8
345,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0
346,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
347,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3666666666666667
348,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333334,0.35000000000000003
349,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.6
350,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
351,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0
352,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
353,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45
354,0,0,0,0,0,0,0,0,0,0,0,0,0.5181818181818182,-0.2545454545454546
355,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
356,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.675
357,0,0,0,0,0,0,0,0,0,0,0,0,0.7083333333333334,0.5
358,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
359,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.34375
360,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0.09999999999999998
361,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.625
362,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.35
363,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.45
364,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3
365,0,0,1,0,0,0,0,0,0,0,0,0,1.0,-0.7999999999999999
366,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
367,0,0,0,0,0,0,0,0,0,0,0,0,0.4000000000000001,0.2833333333333334
368,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.65
